temperature_2m_mean (°C),rain_sum (mm),wind_speed_10m_max (km/h),weather_code (wmo code),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),precipitation_hours (h),cloud_cover_mean (%),dew_point_2m_mean (°C),relative_humidity_2m_mean (%),wind_gusts_10m_mean (km/h),wind_gusts_10m_min (km/h),sin_day,had_precipitation
29.0,0.0,17.2,3,347,27.32,0,18,17.4,55,26.1,16.6,-0.46896519100763184,0
28.8,0.0,18.3,2,336,27.37,0,11,17.5,56,24.6,14.0,-0.48408852163897587,0
29.0,0.0,14.8,1,331,27.41,0,9,17.9,56,19.3,8.6,-0.4990686026885319,0
30.4,0.0,14.2,0,342,27.49,0,2,17.5,53,19.9,11.2,-0.5139010013093103,0
30.8,0.0,16.3,0,334,27.68,0,0,16.7,50,20.3,11.5,-0.5285813283559292,0
29.4,0.0,15.8,0,330,27.8,0,0,16.0,50,22.2,8.3,-0.5431052396834317,0
29.5,0.0,17.4,2,326,27.61,0,9,17.4,54,23.1,9.0,-0.5574684374327892,0
30.2,0.0,13.6,0,338,27.67,0,0,16.8,53,19.3,8.6,-0.5716666713027052,0
31.4,0.0,16.2,0,350,27.54,0,0,15.0,41,23.0,10.1,-0.5856957398073508,0
29.6,0.0,18.6,2,351,26.61,0,8,18.6,56,26.2,11.5,-0.5995514915196489,0
29.4,0.0,17.2,3,340,27.1,0,7,17.6,56,24.8,10.4,-0.6132298262997502,0
29.4,0.0,19.6,3,341,26.7,0,20,17.9,56,24.6,12.6,-0.6267266965083301,0
28.4,0.0,16.4,1,316,27.17,0,5,17.5,57,21.5,7.9,-0.6400381082043503,0
29.1,0.0,15.2,0,340,26.48,0,3,17.6,54,20.3,7.6,-0.65316012232693,0
29.9,0.0,13.9,0,351,26.88,0,0,17.3,52,20.4,7.2,-0.666088855860977,0
29.7,0.0,20.3,1,340,25.84,0,5,19.3,57,23.4,9.0,-0.6788204829862355,0
29.9,0.0,20.7,3,341,25.68,0,13,19.2,59,27.7,11.2,-0.6913512362094071,0
28.6,0.0,18.2,2,338,25.57,0,16,17.6,57,25.8,15.1,-0.7036774074790128,0
28.2,0.0,16.4,0,311,26.73,0,0,15.0,49,22.9,7.6,-0.7157953492826642,0
28.5,0.0,19.4,2,326,24.62,0,14,16.9,53,24.8,7.6,-0.7277014757264236,0
29.3,0.0,19.3,1,349,26.67,0,7,14.9,51,24.3,9.7,-0.7393922635959241,0
29.0,0.0,15.5,0,359,27.01,0,0,12.1,40,19.8,8.3,-0.7508642533989489,0
29.0,0.0,15.5,0,353,26.67,0,0,13.8,45,19.3,10.4,-0.7621140503891487,0
29.1,0.0,17.4,0,359,26.67,0,0,14.7,48,20.2,8.3,-0.7731383255706026,0
29.0,0.0,19.4,1,1,25.71,0,4,17.9,56,21.6,10.1,-0.7839338166829201,0
29.4,0.0,18.4,2,5,25.2,0,6,18.8,58,23.7,12.2,-0.7944973291665992,0
29.4,0.0,18.5,1,4,25.75,0,4,17.2,55,24.2,10.4,-0.8048257371083452,0
29.3,0.0,18.1,0,14,25.9,0,1,16.6,51,22.8,7.2,-0.8149159841660791,0
29.3,0.0,17.5,0,32,26.15,0,0,15.6,49,23.6,10.4,-0.8247650844733614,0
29.5,0.0,18.6,0,26,25.53,0,0,16.5,49,26.3,13.0,-0.8343701235229538,0
28.5,0.0,19.5,0,19,25.05,0,1,18.0,57,26.8,12.6,-0.8437282590292712,0
28.3,0.0,18.3,1,13,24.48,0,2,18.2,58,27.2,14.8,-0.8528367217694595,0
27.9,0.0,18.2,1,7,24.85,0,2,16.7,54,25.4,11.5,-0.8616928164028522,0
27.9,0.0,16.7,1,351,24.24,0,7,16.0,52,25.2,10.1,-0.8702939222685674,0
28.3,0.0,17.6,2,334,23.91,0,9,17.0,54,21.9,8.3,-0.8786374941610001,0
29.0,0.0,23.1,3,334,22.04,0,33,19.4,62,24.6,9.0,-0.886721063082993,0
28.2,0.0,15.1,0,322,24.45,0,2,16.9,56,22.9,9.0,-0.8945422369764496,0
29.1,0.0,16.4,3,333,23.61,0,15,14.9,46,21.4,8.3,-0.9020987014301837,0
29.3,0.0,15.6,1,359,23.76,0,5,16.3,51,22.5,12.2,-0.9093882203647925,0
28.5,0.0,18.4,0,5,24.4,0,0,15.4,50,21.8,11.2,-0.9164086366943458,0
27.5,0.0,19.1,0,13,24.61,0,0,14.7,50,26.8,8.3,-0.9231578729647039,0
26.7,0.0,16.2,1,13,24.14,0,4,14.5,52,24.3,11.9,-0.9296339319682695,0
28.5,0.0,16.6,0,31,24.39,0,2,14.3,49,22.4,10.1,-0.9358348973349941,0
30.5,0.0,15.7,0,34,24.19,0,0,14.4,45,21.4,8.3,-0.9417589340994617,0
30.0,0.0,20.1,0,32,23.89,0,0,16.9,52,24.5,10.8,-0.9474042892438845,0
28.5,0.0,22.0,2,7,22.73,0,11,18.1,59,29.0,19.8,-0.9527692922168511,0
27.4,0.0,18.1,1,7,21.81,0,10,17.1,57,25.3,10.1,-0.9578523554276669,0
28.6,0.0,18.4,0,44,23.22,0,0,16.6,53,23.8,11.9,-0.9626519747161487,0
29.0,0.0,22.9,2,32,22.15,0,11,17.6,53,29.3,17.3,-0.9671667297977312,0
27.7,0.0,17.4,1,345,22.42,0,10,16.5,55,24.1,11.9,-0.97139528468375,0
27.2,0.0,17.3,1,11,22.37,0,5,16.2,56,21.9,7.9,-0.9753363880767837,0
27.5,0.0,16.3,2,11,22.81,0,10,15.7,56,23.8,10.8,-0.9789888737409319,0
27.6,0.0,18.1,0,21,23.09,0,0,14.0,50,23.3,8.6,-0.9823516608469237,0
29.2,0.0,16.3,0,32,22.64,0,0,15.0,47,24.6,14.4,-0.9854237542919524,0
31.6,0.0,19.3,0,356,22.56,0,0,13.2,40,22.5,11.2,-0.9882042449941422,0
28.3,0.0,18.2,0,343,21.82,0,3,17.2,57,23.4,10.4,-0.9906923101615609,0
27.0,0.0,23.4,1,340,21.07,0,10,16.5,56,26.7,7.9,-0.9928872135356962,0
26.4,0.0,19.8,1,8,21.61,0,7,14.4,52,29.2,17.3,-0.994788305609327,0
26.0,0.0,19.0,1,10,21.64,0,8,12.6,46,29.6,17.3,-0.9963950238187231,0
24.9,0.0,21.7,1,0,21.56,0,4,12.8,50,23.5,9.7,-0.9977068927101168,0
25.1,0.0,19.1,1,357,21.39,0,1,12.7,48,23.5,7.2,-0.9987235240803972,0
25.2,0.0,19.9,1,12,21.11,0,8,13.4,51,25.1,7.9,-0.9994446170919858,0
25.3,0.0,19.6,2,17,20.58,0,14,14.6,55,28.2,14.4,-0.9998699583618592,0
25.8,0.0,20.6,0,16,21.32,0,1,14.4,56,30.6,16.6,-0.9999994220246925,0
25.6,0.0,22.1,0,27,21.47,0,1,14.0,55,31.5,17.3,-0.999832969770105,0
27.1,0.0,20.1,0,26,21.0,0,2,16.4,58,31.4,23.0,-0.9993706508539969,0
27.3,0.0,17.8,1,15,20.67,0,2,16.2,58,25.3,16.2,-0.9986126020839734,0
26.0,0.0,16.1,2,349,20.52,0,9,14.8,58,21.6,13.3,-0.9975590477788613,0
25.6,0.0,16.0,3,359,19.28,0,20,16.3,59,18.9,7.2,-0.9962102997023297,0
25.5,0.0,17.6,1,5,20.11,0,5,15.5,59,22.0,11.9,-0.9945667569706337,0
24.9,0.0,18.2,0,10,20.14,0,1,14.8,58,26.2,13.0,-0.9926289059345095,0
25.0,0.0,17.5,1,20,20.06,0,3,14.1,56,23.8,11.9,-0.9903973200352558,0
27.2,0.0,14.1,0,23,19.95,0,0,12.8,47,20.7,11.2,-0.9878726596350429,0
25.7,0.0,16.3,3,15,19.15,0,66,15.2,58,24.2,15.1,-0.9850556718215013,0
25.4,0.0,18.8,3,39,19.81,0,16,13.4,53,25.4,14.0,-0.981947190186646,0
27.0,0.0,19.4,3,48,19.72,0,24,12.3,46,28.0,17.3,-0.9785481345802031,0
26.8,0.0,21.4,0,44,19.45,0,0,15.6,57,30.2,19.1,-0.9748595108374125,0
26.2,0.0,18.6,3,28,18.69,0,11,17.6,65,28.6,19.8,-0.9708824104813836,0
24.6,0.0,14.8,3,4,17.43,0,62,16.2,64,24.0,16.2,-0.9666180104000972,0
24.5,0.0,13.2,0,11,18.91,0,0,15.4,61,19.0,9.4,-0.9620675724981452,0
25.2,0.0,15.6,3,20,18.0,0,25,16.0,62,23.9,14.4,-0.957232443323312,0
24.2,0.0,20.5,3,1,18.4,0,33,15.8,64,21.7,7.6,-0.9521140536681102,0
22.8,0.0,16.9,3,352,18.1,0,24,14.1,63,20.7,9.0,-0.9467139181463862,0
22.9,0.0,17.3,2,3,18.0,0,12,13.5,59,22.4,14.0,-0.9410336347451197,0
23.4,0.0,19.2,2,353,14.54,0,41,13.2,55,26.3,17.3,-0.9350748843515574,0
23.1,0.0,18.4,3,8,18.14,0,8,13.2,57,25.6,11.9,-0.9288394302558068,0
24.1,0.0,18.6,3,15,17.55,0,30,15.2,61,25.6,13.3,-0.9223291176290545,0
24.3,0.0,15.0,0,21,17.51,0,1,15.2,62,22.0,13.3,-0.9155458729775467,0
23.3,0.0,14.8,3,15,14.8,0,34,15.7,66,22.4,14.8,-0.9084917035725082,0
24.5,0.0,22.3,2,33,15.76,0,21,16.0,63,31.5,19.1,-0.9011686968561569,0
24.4,0.0,18.7,3,26,16.28,0,32,15.6,61,27.3,15.1,-0.8935790198239952,0
24.5,0.0,12.6,1,343,15.01,0,19,16.7,65,20.2,12.6,-0.8857249183835637,0
24.4,0.0,16.3,3,13,13.9,0,53,17.3,68,22.5,13.0,-0.8776087166898392,0
23.9,0.0,14.1,3,2,14.22,0,38,16.4,66,21.0,14.8,-0.8692328164574792,0
22.9,0.0,11.0,3,329,16.16,0,24,14.7,64,17.0,11.9,-0.8605996962501181,0
21.6,0.0,18.6,2,299,15.72,0,15,13.4,62,24.6,6.5,-0.8517119107469189,0
20.7,0.0,18.0,2,332,16.07,0,22,9.6,52,23.0,13.7,-0.8425720899866032,0
20.0,0.0,12.8,2,330,16.34,0,14,9.5,54,17.7,9.4,-0.8331829385891785,0
21.2,0.0,14.4,3,359,14.5,0,28,11.6,58,21.4,11.5,-0.8235472349556007,0
20.1,0.0,11.6,2,358,16.46,0,11,9.9,56,17.3,9.0,-0.8136678304455991,0
20.6,0.0,11.8,1,40,16.23,0,3,10.6,57,16.8,8.3,-0.8035476485339116,0
21.4,0.0,12.7,3,58,15.85,0,42,11.5,58,19.0,10.1,-0.7931896839451843,0
21.5,0.0,13.8,3,56,15.24,0,42,11.6,58,21.5,15.8,-0.7825970017677834,0
22.7,0.0,13.4,3,156,15.94,0,68,8.3,49,17.8,10.8,-0.7717727365467836,0
22.5,0.0,18.8,3,310,16.1,0,42,6.7,39,17.6,7.6,-0.7607200913564104,0
21.5,0.0,18.3,3,29,15.15,0,70,13.2,62,27.4,17.3,-0.7494423368521954,0
22.0,0.0,21.6,3,46,15.33,0,87,14.3,64,30.7,20.5,-0.7379428103031386,0
21.4,0.0,18.4,3,39,13.72,0,59,16.0,74,27.3,18.4,-0.7262249146041543,0
21.6,0.0,23.8,3,43,14.03,0,62,15.5,71,32.8,24.8,-0.7142921172691032,0
21.3,0.0,21.2,2,21,13.08,0,34,15.0,70,30.3,21.6,-0.7021479494046978,0
19.4,0.0,20.1,3,349,13.17,0,80,10.8,61,27.5,14.4,-0.6897960046655887,0
18.3,0.0,15.1,3,357,14.72,0,49,8.1,53,25.3,14.4,-0.6772399381909491,0
18.3,0.0,18.6,3,33,14.36,0,53,8.6,55,26.1,15.8,-0.6644834655228552,0
20.3,0.0,13.6,3,33,11.72,0,93,12.5,62,18.0,9.4,-0.6515303615068021,0
20.1,0.0,8.3,3,9,11.42,0,82,13.4,68,12.6,6.8,-0.6383844591746642,0
20.7,0.0,9.2,3,6,14.5,0,24,12.6,63,11.9,6.8,-0.6250496486104377,0
21.2,0.0,10.1,3,22,11.81,0,72,10.8,56,14.6,9.7,-0.6115298757991053,0
20.7,0.0,16.9,3,353,14.52,0,23,10.0,55,20.3,8.3,-0.5978291414589552,0
18.9,0.0,17.5,0,17,14.63,0,0,7.1,51,23.4,13.7,-0.5839514998576998,0
16.7,0.0,17.6,1,24,15.05,0,2,-1.9,34,22.6,14.0,-0.5699010576127624,0
15.4,0.0,17.3,0,28,14.9,0,0,2.9,47,22.5,11.9,-0.5556819724760489,0
15.6,0.0,15.3,0,43,14.83,0,0,1.5,43,19.4,12.6,-0.5412984521036173,0
16.4,0.0,10.0,3,26,13.66,0,44,-0.5,35,12.0,7.2,-0.5267547528105542,0
18.8,0.0,19.9,3,188,11.6,0,57,0.7,30,24.4,6.5,-0.5120551783114646,0
19.7,0.3,23.7,51,203,11.24,2,29,5.1,39,32.8,19.8,-0.4972040784469378,1
15.4,2.4,33.0,53,247,8.73,8,36,7.4,61,38.1,17.3,-0.4822058478963526,1
14.8,0.0,20.8,2,255,9.75,0,25,6.4,58,26.6,10.1,-0.46706492487743034,0
15.8,0.0,8.6,1,241,13.83,0,3,6.3,55,14.3,9.4,-0.451785789832884,0
15.7,0.0,14.1,3,35,11.4,0,38,8.0,64,18.0,10.1,-0.4363729641045924,0
16.6,0.0,15.6,3,15,11.61,0,31,10.5,71,20.9,11.2,-0.42083100859565564,0
17.1,0.0,17.1,3,20,12.31,0,13,9.9,66,22.9,13.3,-0.4051645224207563,0
17.1,0.0,20.3,1,20,13.26,0,4,9.8,67,26.3,15.1,-0.3893781415452015,0
16.6,0.0,20.5,1,6,12.24,0,13,8.7,63,28.1,17.6,-0.37347653741307074,0
15.4,0.0,24.7,0,33,13.74,0,5,6.8,60,30.4,20.9,-0.3574644155648614,0
14.7,0.0,15.2,1,20,13.59,0,9,6.0,58,22.6,14.8,-0.34134651424503615,0
15.1,0.0,10.1,0,26,13.33,0,5,6.1,57,14.2,7.2,-0.3251276029999093,0
14.8,0.0,11.0,2,265,13.15,0,14,5.7,57,12.6,3.6,-0.30881248126625377,0
16.2,0.0,25.5,2,237,13.38,0,5,6.1,53,27.6,12.2,-0.29240597695107734,0
15.3,0.0,28.9,3,295,10.71,0,60,5.7,55,37.4,22.3,-0.27591294500296043,0
14.4,0.0,11.6,3,316,11.42,0,60,3.2,48,16.1,8.3,-0.2593382659754056,0
13.8,0.0,9.7,3,269,13.19,0,37,2.4,48,13.6,5.8,-0.2426868445825954,0
14.6,0.0,11.2,1,352,12.96,0,2,4.4,51,13.7,5.4,-0.22596360824801906,0
14.4,0.0,17.9,3,352,11.88,0,20,6.9,63,22.0,10.4,-0.20917350564635637,0
13.6,0.0,19.9,3,325,12.27,0,33,5.0,60,23.1,10.1,-0.19232150523909483,0
12.8,0.0,13.2,3,11,12.48,0,44,4.1,59,17.4,6.8,-0.17541259380427843,0
12.6,0.0,8.6,3,266,13.45,0,9,3.1,55,12.0,4.7,-0.15845177496083632,0
12.9,0.8,13.0,53,237,12.89,2,43,4.0,56,17.7,9.7,-0.14144406768794202,1
12.3,0.0,8.4,3,331,9.9,0,80,5.0,64,12.3,7.2,-0.12439450483979998,0
11.6,0.0,20.2,0,260,13.35,0,2,3.0,57,22.7,11.2,-0.10730813165636247,0
12.0,0.0,20.7,3,245,10.16,0,28,4.3,61,25.5,11.5,-0.09019000427034513,0
13.5,0.0,20.4,2,225,13.72,0,15,3.5,54,22.4,10.4,-0.07304518821104743,0
13.2,0.0,29.4,3,278,10.44,0,47,5.6,63,32.2,10.8,-0.05587875690537313,0
12.2,0.0,9.1,2,228,12.92,0,18,3.5,58,13.8,7.9,-0.03869579017652689,0
13.3,0.0,19.4,2,213,10.3,0,34,3.9,53,25.2,15.1,-0.021501372740813793,0
12.3,0.0,22.2,2,203,13.35,0,19,-0.5,43,28.2,16.2,-0.004300592702981974,0
11.4,0.0,12.2,1,262,13.74,0,10,2.7,57,17.3,9.7,0.012901459949419653,0
11.2,0.0,12.1,0,333,13.97,0,0,1.4,54,14.0,6.1,0.017201575418260506,0
11.1,0.0,13.1,3,269,11.83,0,27,1.4,52,16.5,8.3,0.03439806061360801,0
12.5,0.0,10.6,1,330,13.53,0,5,3.8,58,12.5,2.9,0.051584366869408364,0
12.9,0.0,11.4,1,285,13.89,0,6,3.7,60,13.2,4.3,0.06875540848113941,0
13.6,0.0,11.2,3,45,11.11,0,50,2.0,46,10.9,2.2,0.08590610426133272,0
13.0,0.0,11.9,0,158,14.36,0,0,3.4,56,14.8,7.9,0.10303137904317879,0
12.0,0.0,24.8,0,212,14.35,0,0,0.6,47,30.5,19.8,0.1201261651823505,0
11.8,0.0,32.4,1,234,13.75,0,12,1.0,49,37.7,24.5,0.13718540405660057,0
10.7,0.0,22.1,2,225,14.35,0,6,-1.0,46,29.6,14.0,0.1542040475626894,0
10.8,0.0,21.4,2,191,14.38,0,24,-0.2,48,24.6,15.8,0.17117705961019986,0
12.4,0.0,16.3,3,99,14.79,0,28,-1.1,42,19.7,9.0,0.18809941761179758,0
13.6,0.0,15.5,3,31,13.45,0,62,6.2,63,19.1,11.9,0.20496611396949532,0
13.5,0.0,16.4,3,55,14.71,0,31,4.9,60,18.3,7.6,0.22177215755648186,0
14.1,1.1,21.9,51,55,6.26,6,70,6.8,63,28.8,17.3,0.23851257519407648,1
13.8,0.0,17.7,3,40,13.26,0,31,8.7,75,19.9,11.9,0.2551824131233728,0
14.1,0.0,16.0,3,59,14.23,0,65,7.2,66,23.1,18.0,0.2717767384711357,0
14.7,0.0,12.6,3,335,14.04,0,85,7.8,66,11.3,1.8,0.2882906407095177,0
14.4,0.0,15.0,3,21,13.29,0,42,8.5,69,13.4,2.9,0.3047192331091634,0
14.2,0.0,19.3,1,51,14.87,0,7,8.1,70,23.2,11.2,0.321057654185271,0
14.1,0.0,26.5,3,41,14.06,0,45,7.9,70,30.0,20.9,0.3373010691361842,0
13.6,0.0,17.7,3,18,13.66,0,17,6.1,64,21.2,10.1,0.3534446712740877,0
13.2,0.0,20.0,3,51,13.88,0,62,4.9,60,21.3,11.5,0.3694836834473831,0
14.2,0.0,27.4,3,61,15.71,0,23,5.0,57,32.3,24.5,0.38541335945432564,0
16.4,0.0,25.5,3,163,12.0,0,91,0.7,40,21.9,6.1,0.4012289854475009,0
17.4,2.0,17.7,53,291,11.58,5,98,6.0,48,20.3,8.3,0.4169258813287287,1
14.3,0.0,19.6,3,307,12.61,0,66,5.8,60,18.1,6.8,0.4324994021339788,0
12.0,0.0,25.3,2,277,12.15,0,23,3.9,58,26.4,12.6,0.44794493940789115,0
12.1,0.0,19.8,3,289,10.21,0,76,2.2,52,24.7,13.7,0.4632579225674917,0
13.2,0.0,11.7,3,36,13.76,0,48,3.1,52,15.8,5.8,0.4784338202547012,0
12.0,0.0,15.0,3,2,13.22,0,29,1.4,50,17.7,5.4,0.49346814167723735,0
12.5,0.0,15.6,2,301,13.45,0,36,5.2,63,16.0,5.0,0.5083564379375122,0
12.8,0.1,19.2,51,340,12.55,1,38,5.4,66,18.8,7.6,0.5230943033491326,1
12.6,0.0,19.4,2,49,15.66,0,12,3.6,59,19.7,4.7,0.5376773767406141,0
12.2,0.0,23.8,3,61,17.56,0,4,-0.4,48,30.5,22.3,0.5521013427459208,0
13.0,0.0,21.4,3,49,16.89,0,34,3.5,57,29.8,23.4,0.5663619330814524,0
13.8,0.0,20.1,3,26,15.94,0,14,6.7,66,24.9,15.5,0.580454927809098,0
14.7,0.0,20.6,1,52,16.94,0,6,8.1,68,24.9,13.0,0.5943761565849831,0
16.8,0.0,21.8,0,94,17.69,0,0,5.0,53,21.5,9.4,0.6081214998935418,0
16.1,0.0,20.0,0,214,17.7,0,1,1.4,39,24.7,8.3,0.6216868902665479,0
15.7,0.0,14.1,0,203,17.69,0,1,3.2,46,15.2,4.3,0.6350683134867438,0
15.8,0.0,17.2,0,54,17.85,0,1,3.7,47,16.4,3.6,0.6482618097757122,0
15.8,0.0,14.7,2,319,17.1,0,22,5.5,57,17.5,6.5,0.6612634749656386,0
15.3,0.0,18.5,3,350,13.83,0,28,5.9,55,20.5,3.2,0.6740694616546161,0
14.3,0.0,22.3,3,308,14.49,0,38,5.7,60,24.0,10.1,0.6866759803451553,0
12.7,0.4,19.2,51,280,10.45,4,67,5.2,62,20.2,7.9,0.6990793005655562,1
12.6,0.1,17.1,51,300,12.0,1,42,3.2,56,22.0,12.2,0.7112757519738152,1
10.8,2.9,25.0,53,292,9.16,10,60,5.3,69,27.9,15.1,0.7232617254437388,1
11.5,0.0,18.8,2,354,18.24,0,26,2.8,61,18.9,7.2,0.7350336741329413,0
11.5,0.0,19.0,0,75,19.0,0,3,2.2,55,20.7,8.6,0.746588114532413,0
13.0,0.0,17.9,0,46,19.25,0,0,4.0,58,24.7,16.9,0.7579216274973472,0
13.5,0.0,20.3,2,0,18.91,0,9,5.0,60,17.9,4.7,0.7690308592589181,0
14.5,0.0,16.2,1,30,18.8,0,7,4.2,53,17.5,4.0,0.7799125224167177,0
13.9,0.7,19.9,51,50,14.2,5,46,4.6,55,19.6,8.6,0.7905633969115482,1
14.4,0.0,16.3,3,28,15.39,0,25,7.3,67,18.8,4.3,0.8009803309782905,0
15.7,0.0,19.6,0,49,19.63,0,1,8.4,66,27.1,17.6,0.8111602420785621,0
16.1,0.0,19.6,3,51,18.24,0,49,9.2,69,28.2,20.5,0.8211001178128892,0
17.0,0.0,19.6,3,51,19.58,0,33,7.9,63,28.4,22.0,0.8307970168121247,0
18.2,0.1,18.4,51,49,19.56,1,40,7.1,55,24.1,14.0,0.8402480696078469,1
20.8,0.0,19.9,3,192,20.18,0,24,2.4,32,25.3,12.2,0.8494504794814806,0
19.0,0.4,17.8,51,292,18.32,2,16,7.9,51,22.9,9.0,0.8584015232918917,1
17.6,0.0,14.2,3,282,18.41,0,34,10.2,66,17.9,10.1,0.8670985522812081,0
16.7,0.0,15.6,2,317,19.43,0,18,7.9,59,19.5,5.8,0.8755389928586302,0
16.4,0.0,20.5,1,31,20.85,0,2,6.6,55,21.8,10.1,0.8837203473619977,0
16.9,0.0,27.3,1,48,21.32,0,4,7.1,57,34.3,20.2,0.8916401947968874,0
17.0,0.0,19.4,2,20,20.17,0,12,9.0,64,26.0,16.2,0.8992961915530253,0
17.3,0.0,10.8,3,336,19.34,0,45,8.7,62,17.0,7.6,0.9066860720977985,0
20.1,0.0,19.4,2,164,21.56,0,6,3.7,41,23.1,8.6,0.9138076496466615,0
21.3,0.0,21.0,2,221,21.68,0,15,3.0,31,27.3,16.9,0.9206588168102428,0
18.7,0.3,28.8,51,224,21.19,2,46,4.6,43,29.7,9.4,0.9272375462179537,1
18.2,0.2,30.3,51,214,21.77,1,20,5.0,44,41.8,22.0,0.9335418911179212,1
19.3,0.0,31.3,1,221,21.54,0,9,1.6,31,41.6,22.0,0.9395699859530622,0
17.2,0.0,15.1,2,275,21.3,0,11,5.7,50,20.3,8.6,0.945320046913132,0
17.1,0.0,20.3,1,348,21.41,0,6,6.7,54,19.3,7.2,0.9507903724625832,0
16.2,1.3,25.1,55,322,19.9,2,13,5.9,53,23.6,5.0,0.9559793438440766,1
16.4,0.0,16.9,3,303,21.31,0,32,4.7,51,18.4,5.4,0.9608854255574977,0
18.4,0.0,28.8,3,75,21.22,0,73,4.2,42,27.9,16.6,0.9655071658143364,0
18.7,0.7,26.6,51,38,17.68,4,66,5.7,47,34.4,19.1,0.969843196967294,1
15.2,0.0,15.8,1,312,22.76,0,7,6.1,57,22.8,11.2,0.9738922359149924,0
16.6,0.0,14.1,0,261,23.49,0,0,6.3,54,17.4,5.0,0.9776530844816641,0
18.7,0.0,10.9,3,268,19.76,0,90,4.3,45,12.6,2.5,0.981124629771712,0
20.1,0.4,22.3,51,120,17.46,2,61,3.4,36,19.5,3.2,0.984305844499033,1
19.3,0.0,23.2,1,37,22.61,0,9,5.8,43,27.3,17.3,0.9871957872910085,0
18.3,0.0,21.9,3,20,21.71,0,35,8.0,58,25.7,13.3,0.9897936029670716,0
17.4,0.0,17.1,0,14,24.21,0,1,5.0,49,21.7,10.8,0.992098522791769,0
17.9,0.0,13.2,3,16,23.64,0,17,5.6,51,18.5,9.7,0.9941098647022418,0
19.6,0.0,18.0,3,342,22.98,0,66,2.8,37,19.5,8.3,0.9958270335100595,0
20.7,0.0,19.0,0,41,24.07,0,1,6.0,42,18.7,9.0,0.9972495210773451,0
24.2,0.0,17.7,3,187,23.39,0,32,3.5,30,22.1,13.3,0.998376906467142,0
22.0,0.0,15.2,3,312,24.4,0,20,7.3,43,19.8,7.9,0.9992088560679753,0
20.5,0.0,21.5,2,256,24.79,0,12,5.4,41,27.0,13.0,0.9997451236925734,0
19.1,0.2,20.4,51,276,19.1,1,30,5.5,42,27.2,12.2,0.9999855506507186,1
18.0,0.0,14.9,3,327,17.5,0,34,8.7,58,19.1,6.8,0.9999300657962057,0
19.2,0.0,21.6,0,53,25.28,0,0,8.5,55,23.1,9.0,0.9995786855478958,0
20.5,0.0,26.8,0,55,25.89,0,0,7.6,49,35.8,27.4,0.9989315138848577,0
21.0,0.0,15.4,3,343,24.91,0,21,8.7,56,19.7,8.3,0.9979887423155984,0
22.0,0.0,27.2,0,259,25.86,0,0,4.6,34,30.4,10.8,0.9967506498213929,0
20.0,0.0,19.2,1,307,25.85,0,3,7.7,49,19.0,2.9,0.9952176027737294,0
21.5,0.0,15.7,3,43,24.1,0,40,7.1,45,21.0,9.4,0.9933900548258936,0
21.0,0.6,21.4,51,42,21.47,2,55,9.8,50,31.7,22.3,0.9912685467787256,1
20.5,0.1,26.2,51,47,23.14,1,70,9.1,52,37.2,28.4,0.9888537064205885,1
21.0,0.0,29.9,3,47,23.68,0,69,9.8,52,39.8,34.2,0.986146248341595,0
23.3,0.8,30.1,51,54,20.14,5,87,10.4,48,38.7,19.4,0.9831469737221499,1
19.9,1.1,23.2,51,269,23.13,7,39,12.0,63,24.5,5.0,0.9798567700958665,1
19.0,0.0,22.3,3,275,25.59,0,13,8.0,52,23.4,9.4,0.9762766110869321,0
19.8,0.0,16.5,1,298,25.97,0,5,7.7,51,19.2,6.5,0.9724075561219968,0
21.3,0.0,19.9,1,352,25.84,0,4,8.3,49,18.7,4.3,0.9682507501166718,0
22.8,0.0,22.0,0,19,26.76,0,0,5.7,39,22.6,7.9,0.9638074231367307,0
25.0,0.0,22.6,0,201,27.05,0,0,3.3,27,28.8,10.8,0.9590788900341131,0
22.2,0.0,19.7,3,24,26.96,0,8,6.5,45,24.3,17.6,0.9540665500578387,0
25.5,0.0,19.3,0,59,27.17,0,0,0.2,23,28.5,18.7,0.9487718864399473,0
30.1,0.0,22.8,0,61,27.33,0,0,-1.1,15,28.2,15.8,0.9431964659565866,0
28.7,0.0,22.4,0,28,27.49,0,0,5.5,26,30.7,22.7,0.9373419384643772,0
20.1,0.0,22.9,3,356,25.16,0,15,8.2,50,34.7,28.1,0.9312100364121947,0
19.1,0.0,22.5,3,19,25.96,0,26,5.7,43,30.8,13.7,0.9248025743285089,0
19.9,0.0,22.4,2,24,27.24,0,17,6.9,47,32.2,21.2,0.9181214482844364,0
20.8,0.0,19.3,3,25,27.67,0,13,6.9,48,28.7,19.8,0.9111686353326631,0
22.2,0.0,19.9,2,22,27.72,0,14,5.6,41,22.1,13.3,0.9039461929224011,0
23.7,0.0,23.4,1,48,28.11,0,3,2.3,31,26.2,17.6,0.8964562582905575,0
24.7,0.0,25.5,3,45,28.01,0,5,1.0,24,35.7,24.1,0.8887010478292915,0
24.8,0.0,15.6,3,9,27.97,0,39,7.3,39,21.7,7.6,0.8806828564301475,0
25.1,0.0,17.7,3,288,21.19,0,66,7.8,34,22.7,12.6,0.8724040568049612,0
23.2,0.0,20.2,3,310,27.73,0,20,11.1,50,23.2,9.7,0.8638670987837349,0
23.1,0.0,16.4,3,9,27.06,0,19,12.2,54,20.9,9.4,0.8550745085896932,0
